sid,sentence
99,"To some the delightful freshness and humour of Northanger Abbey, its completeness, finish, and entrain, obscure the undoubted critical facts that its scale is small, and its scheme, after all, that of burlesque or parody, a kind in which the first rank is reached with difficulty."
100,"Persuasion, relatively faint in tone, and not enthralling in interest, has devotees who exalt above all the others its exquisite delicacy and keeping."
101,"The catastrophe of Mansfield Park is admittedly theatrical, the hero and heroine are insipid, and the author has almost wickedly destroyed all romantic interest by expressly admitting that Edmund only took Fanny because Mary shocked him, and that Fanny might very likely have taken Crawford if he had been a little more assiduous; yet"
102,the matchless rehearsal-scenes and the characters of Mrs.
103,"Norris and others have secured, I believe, a considerable party for it."
104,Sense and Sensibility has perhaps the fewest out-and-out admirers;
105,but it does not want them.
106,"I suppose, however, that the majority of at least competent votes would, all things considered, be divided between Emma and the present book;"
107,and perhaps the vulgar verdict (if indeed a fondness for Miss Austen be not of itself a patent of exemption from any possible charge of vulgarity) would go for Emma.
108,"It is the larger, the more varied, the more popular;"
109,"the author had by the time of its composition seen rather more of the world, and had improved her general, though not her most peculiar and characteristic dialogue;"
110,"such figures as Miss Bates, as the Eltons, cannot but unite the suffrages of everybody."
111,"On the other hand, I, for my part, declare for Pride and Prejudice unhesitatingly."
112,"It seems to me the most perfect, the most characteristic, the most eminently quintessential of its author’s works;"
113,"and for this contention in such narrow space as is permitted to me, I propose here to show cause."
114,"In the first place, the book (it may be barely necessary to remind the reader) was in its first shape written very early, somewhere about 1796, when Miss Austen was barely twenty-one;"
115,"though it was revised and finished at Chawton some fifteen years later, and was not published till 1813, only four years before her death."
116,"I do not know whether, in this combination of the fresh and vigorous projection of youth, and the critical revision of middle life, there may be traced the distinct superiority in point of construction, which, as it seems to me, it possesses over all the others."
117,"The plot, though not elaborate, is almost regular enough for Fielding;"
118,"hardly a character, hardly an incident could be retrenched without loss to the story."
119,"The elopement of Lydia and Wickham is not, like that of Crawford and Mrs."
120,"Rushworth, a coup de théâtre;"
121,"it connects itself in the strictest way with the course of the story earlier, and brings about the denouement with complete propriety. All"
122,"the minor passages—the loves of Jane and Bingley, the advent of Mr. Collins,"
123,"the visit to Hunsford, the Derbyshire tour—fit in after the same unostentatious, but masterly fashion."
124,"There is no attempt at the hide-and-seek, in-and-out business, which in the transactions between Frank Churchill and Jane Fairfax contributes no doubt a good deal to the intrigue of Emma, but contributes it in a fashion which I do not think the best feature of that otherwise admirable book."
125,"Although Miss Austen always liked something of the misunderstanding kind, which afforded her opportunities for the display of the peculiar and incomparable talent to be noticed presently, she has been satisfied here with the perfectly natural occasions provided by the false account of Darcy’s conduct given by Wickham, and by the awkwardness (arising with equal naturalness) from the gradual transformation of Elizabeth’s own feelings from positive aversion to actual love."
126,I do not know whether the all-grasping hand of the playwright has ever been laid upon Pride and Prejudice;
127,"and I dare say that, if it were, the situations would prove not startling or garish enough for the footlights, the character-scheme too subtle and delicate for pit and gallery."
128,"But if the attempt were made, it would certainly not be hampered by any of those loosenesses of construction, which, sometimes disguised by the conveniences of which the novelist can avail himself, appear at once on the stage."
129,"I think, however, though the thought will doubtless seem heretical to more than one school of critics, that construction is not the highest merit, the choicest gift, of the novelist."
130,It sets off his other gifts and graces most advantageously to the critical eye;
131,"and the want of it will sometimes mar those graces—appreciably, though not quite consciously—to eyes by no means ultra-critical."
132,"But a very badly-built novel which excelled in pathetic or humorous character, or which displayed consummate command of dialogue—perhaps the rarest of all faculties—would be an infinitely better thing than a faultless plot acted and told by puppets with pebbles in their mouths."
133,"And despite the ability which Miss Austen has shown in working out the story, I for one should put Pride and Prejudice far lower if it did not contain what seem to me the very masterpieces of Miss Austen’s humour and of her faculty of character-creation—masterpieces who may indeed admit John Thorpe, the Eltons, Mrs."
134,"Norris, and one or two others to their company, but who, in one instance certainly, and perhaps in others, are still superior to them."
135,"The characteristics of Miss Austen’s humour are so subtle and delicate that they are, perhaps, at all times easier to apprehend than to express, and at any particular time likely to be differently apprehended by different persons."
136,"To me this humour seems to possess a greater affinity, on the whole, to that of Addison than to any other of the numerous species of this great British genus."
137,"The differences of scheme, of time, of subject, of literary convention, are, of course, obvious enough;"
138,"the difference of sex does not, perhaps, count for much, for there was a distinctly feminine element in “Mr."
139,"Spectator,” and in Jane Austen’s genius there was, though nothing mannish, much that was masculine."
140,"But the likeness of quality consists in a great number of common subdivisions of quality—demureness, extreme minuteness of touch, avoidance of loud tones and glaring effects."
141,Also there is in both a certain not inhuman or unamiable cruelty.
142,"It is the custom with those who judge grossly to contrast the good nature of Addison with the savagery of Swift, the mildness of Miss Austen with the boisterousness of Fielding and Smollett, even with the ferocious practical jokes that her immediate predecessor, Miss Burney, allowed without very much protest."
143,"Yet, both in Mr."
144,"Addison and in Miss Austen there is, though a restrained and well-mannered, an insatiable and ruthless delight in roasting and cutting up a fool."
145,"A man in the early eighteenth century, of course, could push this taste further than a lady in the early nineteenth;"
146,"and no doubt Miss Austen’s principles, as well as her heart, would have shrunk from such things as the letter from the unfortunate husband in the Spectator, who describes, with all the gusto and all the innocence in the world, how his wife and his friend induce him to play at blind-man’s-buff."
147,But another Spectator letter—that of the damsel of fourteen who wishes to marry Mr.
148,"Shapely, and assures her selected Mentor that “he admires your Spectators mightily”—might have been written by a rather more ladylike and intelligent Lydia Bennet in the days of Lydia’s great-grandmother;"
149,"while, on the other hand, some (I think unreasonably) have found “cynicism” in touches of Miss Austen’s own, such as her satire of Mrs."
150,Musgrove’s self-deceiving regrets over her son.
151,"But this word “cynical” is one of the most misused in the English language, especially when, by a glaring and gratuitous falsification of its original sense, it is applied, not to rough and snarling invective, but to gentle and oblique satire."
152,"If cynicism means the perception of “the other side,” the sense of “the accepted hells beneath,” the consciousness that motives are nearly always mixed, and that to seem is not identical with to be—if this be cynicism, then every man and woman who is not a fool, who does not care to live in a fool’s paradise, who has knowledge of nature and the world and life, is a cynic."
153,And in that sense Miss Austen certainly was one.
154,"She may even have been one in the further sense that, like her own Mr."
155,"Bennet, she took an epicurean delight in dissecting, in displaying, in setting at work her fools and her mean persons."
156,"I think she did take this delight, and I do not think at all the worse of her for it as a woman, while she was immensely the better for it as an artist."
157,"In respect of her art generally, Mr."
158,"Goldwin Smith has truly observed that “metaphor has been exhausted in depicting the perfection of it, combined with the narrowness of her field;”"
159,and he has justly added that we need not go beyond her own comparison to the art of a miniature painter.
160,"To make this latter observation quite exact we must not use the term miniature in its restricted sense, and must think rather of Memling at one end of the history of painting and Meissonier at the other, than of Cosway or any of his kind."
161,And I am not so certain that I should myself use the word “narrow” in connection with her.
162,"If her world is a microcosm, the cosmic quality of it is at least as eminent as the littleness."
163,She does not touch what she did not feel herself called to paint;
164,I am not so sure that she could not have painted what she did not feel herself called to touch.
165,"It is at least remarkable that in two very short periods of writing—one of about three years, and another of not much more than five—she executed six capital works, and has not left a single failure."
166,It is possible that the romantic paste in her composition was defective:
167,we must always remember that hardly anybody born in her decade—that of the eighteenth-century seventies—independently exhibited the full romantic quality.
168,"Even Scott required hill and mountain and ballad, even Coleridge metaphysics and German to enable them to chip the classical shell."
169,"Miss Austen was an English girl, brought up in a country retirement, at the time when ladies went back into the house if there was a white frost which might pierce their kid shoes, when a sudden cold was the subject of the gravest fears, when their studies, their ways, their conduct were subject to all those fantastic limits and restrictions against which Mary Wollstonecraft protested with better general sense than particular taste or judgment."
170,"Miss Austen, too, drew back when the white frost touched her shoes;"
171,but I think she would have made a pretty good journey even in a black one.
172,"For if her knowledge was not very extended, she knew two things which only genius knows."
173,"The one was humanity, and the other was art."
174,On the first head she could not make a mistake;
175,"her men, though limited, are true, and her women are, in the old sense, “absolute.”"
176,"As to art, if she has never tried idealism, her realism is real to a degree which makes the false realism of our own day look merely dead-alive."
177,"Take almost any Frenchman, except the late M."
178,"de Maupassant, and watch him laboriously piling up strokes in the hope of giving a complete impression."
179,You get none;
180,"you are lucky if, discarding two-thirds of what he gives, you can shape a real impression out of the rest."
181,"But with Miss Austen the myriad, trivial, unforced strokes build up the picture like magic. Nothing"
182,is false;
183,nothing is superfluous.
184,When (to take the present book only) Mr.
185,Collins changed his mind from Jane to Elizabeth “while Mrs. Bennet
186,was stirring the fire” (and we know how Mrs.
187,"Bennet would have stirred the fire), when Mr."
188,"Darcy “brought his coffee-cup back himself,” the touch in each case is like that of Swift—“taller by the breadth of my nail”—which impressed the half-reluctant Thackeray with just and outspoken admiration."
189,"Indeed, fantastic as it may seem, I should put Miss Austen as near to Swift in some ways, as I have put her to Addison in others."
190,"This Swiftian quality appears in the present novel as it appears nowhere else in the character of the immortal, the ineffable Mr. Collins."
191,Mr.
192,Collins is really great;
193,"far greater than anything Addison ever did, almost great enough for Fielding or for Swift himself."
194,It has been said that no one ever was like him.
195,"But in the first place, he was like him;"
196,"he is there—alive, imperishable, more real than hundreds of prime ministers and archbishops, of “metals, semi-metals, and distinguished philosophers.”"
197,"In the second place, it is rash, I think, to conclude that an actual Mr."
198,Collins was impossible or non-existent at the end of the eighteenth century.
199,"It is very interesting that we possess, in this same gallery, what may be called a spoiled first draught, or an unsuccessful study of him, in John Dashwood."
200,"The formality, the under-breeding, the meanness, are there;"
201,"but the portrait is only half alive, and is felt to be even a little unnatural."
202,Mr. Collins
203,"is perfectly natural, and perfectly alive."
204,"In fact, for all the “miniature,” there is something gigantic in the way in which a certain side, and more than one, of humanity, and especially eighteenth-century humanity, its Philistinism, its well-meaning but hide-bound morality, its formal pettiness, its grovelling respect for rank, its materialism, its selfishness, receives exhibition."
205,"I will not admit that one speech or one action of this inestimable man is incapable of being reconciled with reality, and I should not wonder if many of these words and actions are historically true."
206,But the greatness of Mr.
207,Collins could not have been so satisfactorily exhibited if his creatress had not adjusted so artfully to him the figures of Mr.
208,Bennet and of Lady Catherine de Bourgh.
209,"The latter, like Mr."
210,"Collins himself, has been charged with exaggeration."
211,"There is, perhaps, a very faint shade of colour for the charge;"
212,but it seems to me very faint indeed.
213,"Even now I do not think that it would be impossible to find persons, especially female persons, not necessarily of noble birth, as overbearing, as self-centred, as neglectful of good manners, as Lady Catherine."
214,"A hundred years ago, an earl’s daughter, the Lady Powerful (if not exactly Bountiful) of an out-of-the-way country parish, rich, long out of marital authority, and so forth, had opportunities of developing these agreeable characteristics which seldom present themselves now."
215,As for Mr.
216,"Bennet, Miss Austen, and Mr."
217,"Darcy, and even Miss Elizabeth herself, were, I am inclined to think, rather hard on him for the “impropriety” of his conduct."
218,"His wife was evidently, and must always have been, a quite irreclaimable fool;"
219,and unless he had shot her or himself there was no way out of it for a man of sense and spirit but the ironic.
220,"From no other point of view is he open to any reproach, except for an excusable and not unnatural helplessness at the crisis of the elopement, and his utterances are the most acutely delightful in the consciously humorous kind—in the kind that we laugh with, not at—that even Miss Austen has put into the mouth of any of her characters."
221,"It is difficult to know whether he is most agreeable when talking to his wife, or when putting Mr."
222,Collins through his paces;
223,"but the general sense of the world has probably been right in preferring to the first rank his consolation to the former when she maunders over the entail, “My dear, do not give way to such gloomy thoughts."
224,Let us hope for better things. Let
225,us flatter ourselves that I may be the survivor;”
226,and his inquiry to his colossal cousin as to the compliments which Mr.
227,"Collins has just related as made by himself to Lady Catherine, “May I ask whether these pleasing attentions proceed from the impulse of the moment, or are the result of previous study?”"
228,"These are the things which give Miss Austen’s readers the pleasant shocks, the delightful thrills, which are felt by the readers of Swift, of Fielding, and we may here add, of Thackeray, as they are felt by the readers of no other English author of fiction outside of these four."
229,"The goodness of the minor characters in Pride and Prejudice has been already alluded to, and it makes a detailed dwelling on their beauties difficult in any space, and impossible in this."
230,Mrs.
231,"Bennet we have glanced at, and it is not easy to say whether she is more exquisitely amusing or more horribly true."
232,Much the same may be said of Kitty and Lydia;
233,"but it is not every author, even of genius, who would have differentiated with such unerring skill the effects of folly and vulgarity of intellect and disposition working upon the common weaknesses of woman at such different ages."
234,"With Mary, Miss Austen has taken rather less pains, though she has been even more unkind to her; not"
235,"merely in the text, but, as we learn from those interesting traditional appendices which Mr."
236,"Austen Leigh has given us, in dooming her privately to marry “one of Mr."
237,Philips’s clerks.”
238,"The habits of first copying and then retailing moral sentiments, of playing and singing too long in public, are, no doubt, grievous and criminal;"
239,but perhaps poor Mary was rather the scapegoat of the sins of blue stockings in that Fordyce-belectured generation.
240,It is at any rate difficult not to extend to her a share of the respect and affection (affection and respect of a peculiar kind;
241,"doubtless), with which one regards Mr. Collins,"
242,when she draws the moral of Lydia’s fall.
243,"I sometimes wish that the exigencies of the story had permitted Miss Austen to unite these personages, and thus at once achieve a notable mating and soothe poor Mrs."
244,Bennet’s anguish over the entail.
245,"The Bingleys and the Gardiners and the Lucases, Miss Darcy and Miss de Bourgh, Jane, Wickham, and the rest, must pass without special comment, further than the remark that Charlotte Lucas (her egregious papa, though delightful, is just a little on the thither side of the line between comedy and farce) is a wonderfully clever study in drab of one kind, and that Wickham (though something of Miss Austen’s hesitation of touch in dealing with young men appears) is a not much less notable sketch in drab of another."
246,"Only genius could have made Charlotte what she is, yet not disagreeable;"
247,"Wickham what he is, without investing him either with a cheap Don Juanish attractiveness or a disgusting rascality."
248,But the hero and the heroine are not tints to be dismissed.
249,Darcy has always seemed to me by far the best and most interesting of Miss Austen’s heroes;
250,"the only possible competitor being Henry Tilney, whose part is so slight and simple that it hardly enters into comparison."
251,"It has sometimes, I believe, been urged that his pride is unnatural at first in its expression and later in its yielding, while his falling in love at all is not extremely probable."
252,Here again I cannot go with the objectors.
253,"Darcy’s own account of the way in which his pride had been pampered, is perfectly rational and sufficient;"
254,"and nothing could be, psychologically speaking, a causa verior for its sudden restoration to healthy conditions than the shock of Elizabeth’s scornful refusal acting on a nature ex hypothesi generous."
255,Nothing in even our author is finer and more delicately touched than the change of his demeanour at the sudden meeting in the grounds of Pemberley.
256,"Had he been a bad prig or a bad coxcomb, he might have been still smarting under his rejection, or suspicious that the girl had come husband-hunting."
257,"His being neither is exactly consistent with the probable feelings of a man spoilt in the common sense, but not really injured in disposition, and thoroughly in love."
258,"As for his being in love, Elizabeth has given as just an exposition of the causes of that phenomenon as Darcy has of the conditions of his unregenerate state, only she has of course not counted in what was due to her own personal charm."
259,"The secret of that charm many men and not a few women, from Miss Austen herself downwards, have felt, and like most charms it is a thing rather to be felt than to be explained."
260,Elizabeth of course belongs to the allegro or allegra division of the army of Venus.
261,Miss Austen was always provokingly chary of description in regard to her beauties;
262,"and except the fine eyes, and a hint or two that she had at any rate sometimes a bright complexion, and was not very tall, we hear nothing about her looks."
263,"But her chief difference from other heroines of the lively type seems to lie first in her being distinctly clever—almost strong-minded, in the better sense of that objectionable word—and secondly in her being entirely destitute of ill-nature for all her propensity to tease and the sharpness of her tongue."
264,Elizabeth can give at least as good as she gets when she is attacked;
265,"but she never “scratches,” and she never attacks first."
266,"Some of the merest obsoletenesses of phrase and manner give one or two of her early speeches a slight pertness, but that is nothing, and when she comes to serious business, as in the great proposal scene with Darcy (which is, as it should be, the climax of the interest of the book), and in the final ladies’ battle with Lady Catherine, she is unexceptionable."
267,Then too she is a perfectly natural girl.
268,She does not disguise from herself or anybody that she resents Darcy’s first ill-mannered personality with as personal a feeling.
269,"(By the way, the reproach that the ill-manners of this speech are overdone is certainly unjust;"
270,"for things of the same kind, expressed no doubt less stiltedly but more coarsely, might have been heard in more than one ball-room during this very year from persons who ought to have been no worse bred than Darcy.)"
271,And she lets the injury done to Jane and the contempt shown to the rest of her family aggravate this resentment in the healthiest way in the world.
272,"Still, all this does not explain her charm, which, taking beauty as a common form of all heroines, may perhaps consist in the addition to her playfulness, her wit, her affectionate and natural disposition, of a certain fearlessness very uncommon in heroines of her type and age. Nearly"
273,all of them would have been in speechless awe of the magnificent Darcy;
274,"nearly all of them would have palpitated and fluttered at the idea of proposals, even naughty ones, from the fascinating Wickham. Elizabeth,"
275,"with nothing offensive, nothing viraginous, nothing of the “New Woman” about her, has by nature what the best modern (not “new”) women have by education and experience, a perfect freedom from the idea that all men may bully her if they choose, and that most will away with her if they can."
276,"Though not in the least “impudent and mannish grown,” she has no mere sensibility, no nasty niceness about her."
277,"The form of passion common and likely to seem natural in Miss Austen’s day was so invariably connected with the display of one or the other, or both of these qualities, that she has not made Elizabeth outwardly passionate. But"
278,"I, at least, have not the slightest doubt that she would have married Darcy just as willingly without Pemberley as with it, and anybody who can read between lines will not find the lovers’ conversations in the final chapters so frigid as they might have looked to the Della Cruscans of their own day, and perhaps do look to the Della Cruscans of this."
279,"And, after all, what is the good of seeking for the reason of charm?—it"
280,is there.
281,There were better sense in the sad mechanic exercise of determining the reason of its absence where it is not.
282,In the novels of the last hundred years there are vast numbers of young ladies with whom it might be a pleasure to fall in love;
283,"there are at least five with whom, as it seems to me, no man of taste and spirit can help doing so."
284,"Their names are, in chronological order, Elizabeth Bennet, Diana Vernon, Argemone Lavington, Beatrix Esmond, and Barbara Grant."
285,I should have been most in love with Beatrix and Argemone;
286,"I should, I think, for mere occasional companionship, have preferred Diana and Barbara."
287,"But to live with and to marry, I do not know that any one of the four can come into competition with Elizabeth."
288,George Saintsbury.
290,PAGE Frontispiece
291,iv Title-page
292,v Dedication
293,vii Heading to Preface
294,ix Heading to List of Illustrations
295,xxv Heading to Chapter I.
297,1 “He came down to see the place”
298,2 Mr.
299,and Mrs.
300,Bennet
301,5 “I hope Mr.
302,Bingley will like it”
303,6 “I’m the tallest”
304,9 “He rode a black horse”
305,10 “When the party entered”
306,12 “She is tolerable”
307,15 Heading to Chapter IV.
309,18 Heading to Chapter V.
311,22 “Without once opening his lips”
312,24 Tailpiece to Chapter V.
314,26 Heading to Chapter VI.
316,27 “The entreaties of several”
317,31 “A note for Miss Bennet”
318,36 “Cheerful prognostics”
319,40 “The apothecary came”
320,43 “Covering a screen”
321,45 “Mrs.
322,Bennet and her two youngest girls”
323,53 Heading to Chapter X.
325,"60 “No, no;"
326,stay where you are”
327,67 “Piling up the fire”
328,69 Heading to Chapter XII.
330,75 Heading to Chapter XIII.
332,78 Heading to Chapter XIV.
334,84 “Protested that he never read novels”
335,87 Heading to Chapter XV.
337,89 Heading to Chapter XVI.
339,95 “The officers of the ——shire”
340,97 “Delighted to see their dear friend again”
341,108 Heading to Chapter XVIII.
343,113 “Such very superior dancing is not often seen”
344,118 “To assure you in the most animated language”
345,132 Heading to Chapter XX.
347,139 “They entered the breakfast-room”
348,143 Heading to Chapter XXI.
350,146 “Walked back with them”
351,148 Heading to Chapter XXII.
353,154 “So much love and eloquence”
354,156 “Protested he must be entirely mistaken”
355,161 “Whenever she spoke in a low voice”
356,166 Heading to Chapter XXIV.
358,168 Heading to Chapter XXV.
360,175 “Offended two or three young ladies”
361,177 “Will you come and see me?”
363,181 “On the stairs”
364,189 “At the door”
365,194 “In conversation with the ladies”
366,"198 “Lady Catherine,” said she, “you have given me a treasure”"
367,200 Heading to Chapter XXX.
369,209 “He never failed to inform them”
370,211 “The gentlemen accompanied him”
371,213 Heading to Chapter XXXI.
373,215 Heading to Chapter XXXII.
375,221 “Accompanied by their aunt”
376,225 “On looking up”
377,228 Heading to Chapter XXXIV.
379,235 “Hearing herself called”
380,243 Heading to Chapter XXXVI.
382,253 “Meeting accidentally in town”
383,256 “His parting obeisance”
384,261 “Dawson”
385,263 “The elevation of his feelings”
386,267 “They had forgotten to leave any message”
387,270 “How nicely we are crammed in!”
389,272 Heading to Chapter XL.
391,278 “I am determined never to speak of it again”
392,283 “When Colonel Miller’s regiment went away”
393,285 “Tenderly flirting”
394,290 The arrival of the Gardiners
395,294 “Conjecturing as to the date”
396,301 Heading to Chapter XLIV.
398,318 “To make herself agreeable to all”
399,321 “Engaged by the river”
400,327 Heading to Chapter XLVI.
402,334 “I have not an instant to lose”
403,339 “The first pleasing earnest of their welcome”
404,345 The Post
405,359 “To whom I have related the affair”
406,363 Heading to Chapter XLIX.
408,368 “But perhaps you would like to read it”
409,370 “The spiteful old ladies”
410,377 “With an affectionate smile”
411,385 “I am sure she did not listen”
412,393 “Mr.
413,Darcy with him”
414,404 “Jane happened to look round”
415,415 “Mrs.
416,Long and her nieces”
417,"420 “Lizzy, my dear, I want to speak to you”"
418,422 Heading to Chapter LVI.
420,431 “After a short survey”
421,434 “But now it comes out”
422,442 “The efforts of his aunt”
423,448 “Unable to utter a syllable”
424,457 “The obsequious civility”
425,466 Heading to Chapter LXI.
427,472 The End
428,476
429,Chapter I.
431,"I T is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife."
432,"However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters."
433,“My dear Mr.
434,"Bennet,” said his lady to him one day, “have you heard that Netherfield Park is let at last?"
435,” Mr.
436,Bennet replied that he had not.
437,"“But it is,” returned she;"
438,“for Mrs.
439,"Long has just been here, and she told me all about it.”"
440,Mr.
441,Bennet made no answer.
442,“Do not you want to know who has taken it?”
443,"cried his wife, impatiently."
444,"“ You want to tell me, and I have no objection to hearing it.”"
446,“He came down to see the place” [ Copyright 1894 by George Allen.
447,] This was invitation enough.
448,"“Why, my dear, you must know, Mrs."
449,Long says that Netherfield is taken by a young man of large fortune from the north of England;
450,"that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr."
451,Morris immediately;
452,"that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week."
453,” “What is his name?”
454,“Bingley.”
455,“Is he married or single?”
456,"“Oh, single, my dear, to be sure!"
457,A single man of large fortune;
458,four or five thousand a year.
459,What a fine thing for our girls!”
460,“How so?
461,how can it affect them?”
462,“My dear Mr.
463,"Bennet,” replied his wife, “how can you be so tiresome?"
464,You must know that I am thinking of his marrying one of them.”
465,“Is that his design in settling here?”
466,“Design?
467,"Nonsense, how can you talk so!"
468,"But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes.”"
469,“I see no occasion for that.
470,"You and the girls may go—or you may send them by themselves, which perhaps will be still better;"
471,"for as you are as handsome as any of them, Mr."
472,Bingley might like you the best of the party.”
473,"“My dear, you flatter me."
474,"I certainly have had my share of beauty, but I do not pretend to be anything extraordinary now."
475,"When a woman has five grown-up daughters, she ought to give over thinking of her own beauty.”"
476,"“In such cases, a woman has not often much beauty to think of.”"
477,"“But, my dear, you must indeed go and see Mr."
478,Bingley when he comes into the neighbourhood.”
479,"“It is more than I engage for, I assure you.”"
480,“But consider your daughters.
481,Only think what an establishment it would be for one of them.
482,"Sir William and Lady Lucas are determined to go, merely on that account;"
483,"for in general, you know, they visit no new comers."
484,"Indeed you must go, for it will be impossible for us to visit him, if you do not.”"
485,"“You are over scrupulous, surely."
486,I dare say Mr.
487,Bingley will be very glad to see you;
488,and I will send a few lines by you to assure him of my hearty consent to his marrying whichever he chooses of the girls—though I must throw in a good word for my little Lizzy.”
489,“I desire you will do no such thing.
490,Lizzy is not a bit better than the others:
491,"and I am sure she is not half so handsome as Jane, nor half so good-humoured as Lydia."
492,But you are always giving her the preference.”
493,"“They have none of them much to recommend them,” replied he:"
494,“they are all silly and ignorant like other girls;
495,but Lizzy has something more of quickness than her sisters.”
496,“Mr.
497,"Bennet, how can you abuse your own children in such a way?"
498,You take delight in vexing me.
499,You have no compassion on my poor nerves.”
500,"“You mistake me, my dear."
501,I have a high respect for your nerves.
502,They are my old friends.
503,I have heard you mention them with consideration these twenty years at least.”
504,"“Ah, you do not know what I suffer.”"
505,"“But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood.”"
506,"“It will be no use to us, if twenty such should come, since you will not visit them.”"
507,"“Depend upon it, my dear, that when there are twenty, I will visit them all.”"
508,Mr.
509,"Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three-and-twenty years had been insufficient to make his wife understand his character."
510,Her mind was less difficult to develope.
511,"She was a woman of mean understanding, little information, and uncertain temper."
512,"When she was discontented, she fancied herself nervous."
513,The business of her life was to get her daughters married:
514,its solace was visiting and news.
515,M
516,r. & M
517,rs. Bennet [ Copyright 1894 by George Allen.
518,]
519,I hope Mr.
520,Bingley will like it.
521,CHAPTER II.
523,R. BENNET was among the earliest of those who waited on Mr.
524,Bingley.
525,"He had always intended to visit him, though to the last always assuring his wife that he should not go;"
526,and till the evening after the visit was paid she had no knowledge of it.
527,It was then disclosed in the following manner.
528,"Observing his second daughter employed in trimming a hat, he suddenly addressed her with,— “I hope Mr."
529,"Bingley will like it, Lizzy.”"
530,“We are not in a way to know what Mr.
531,"Bingley likes,” said her mother, resentfully, “since we are not to visit."
532,"” “But you forget, mamma,” said Elizabeth, “that we shall meet him at the assemblies, and that Mrs."
533,Long has promised to introduce him.”
534,“I do not believe Mrs.
535,Long will do any such thing.
536,She has two nieces of her own.
537,"She is a selfish, hypocritical woman, and I have no opinion of her.”"
538,"“No more have I,” said Mr."
539,Bennet;
540,“and I am glad to find that you do not depend on her serving you.”
541,Mrs.
542,Bennet deigned not to make any reply;
543,"but, unable to contain herself, began scolding one of her daughters."
544,"“Don’t keep coughing so, Kitty, for heaven’s sake!"
545,Have a little compassion on my nerves.
546,You tear them to pieces.”
547,"“Kitty has no discretion in her coughs,” said her father;"
